#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,19428wA3_CC11,SAMN16540185,PRJNA671681,GCA_015235455.1,Contig,6.46181,39.1,,JADGLM01,165,5958,2020-11-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/235/455/GCA_015235455.1_ASM1523545v1,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.11,SAMEA6941501,PRJEB36907,GCA_903818725.1,Contig,6.05347,37.4,,CAIJBF01,176,2900,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/725/GCA_903818725.1_EFS_3.11,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.9,SAMEA6941499,PRJEB36907,GCA_903818805.1,Contig,6.03214,37.4,,CAIJBN01,175,2894,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/805/GCA_903818805.1_EFS_3.9,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.6,SAMEA6941496,PRJEB36907,GCA_903818765.1,Contig,6.03162,37.4,,CAIJBL01,170,2898,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/765/GCA_903818765.1_EFS_3.6,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.5,SAMEA6941495,PRJEB36907,GCA_903818815.1,Contig,6.03118,37.4,,CAIJBK01,169,2896,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/815/GCA_903818815.1_EFS_3.5,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.1,SAMEA6941491,PRJEB36907,GCA_903818735.1,Contig,6.03051,37.4,,CAIJBG01,169,2893,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/735/GCA_903818735.1_EFS_3.1,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.7,SAMEA6941497,PRJEB36907,GCA_903818785.1,Contig,6.03026,37.4,,CAIJBH01,170,2895,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/785/GCA_903818785.1_EFS_3.7,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.1,SAMEA6941500,PRJEB36907,GCA_903818745.1,Contig,6.02942,37.5,,CAIJBE01,206,2875,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/745/GCA_903818745.1_EFS_3.10,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.2,SAMEA6941492,PRJEB36907,GCA_903818825.1,Contig,6.02773,37.4,,CAIJBI01,159,2892,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/825/GCA_903818825.1_EFS_3.2,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.3,SAMEA6941493,PRJEB36907,GCA_903818775.1,Contig,6.0271,37.4,,CAIJBJ01,186,2888,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/775/GCA_903818775.1_EFS_3.3,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.8,SAMEA6941498,PRJEB36907,GCA_903818795.1,Contig,6.02692,37.4,,CAIJBO01,174,2890,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/795/GCA_903818795.1_EFS_3.8,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,A01,SAMEA5522709,PRJEB31504,GCA_900751325.1,Contig,5.9171,37.3,,CAADSH01,137,2840,2019-07-30T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/751/325/GCA_900751325.1_A01,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,3.4,SAMEA6941494,PRJEB36907,GCA_903818755.1,Contig,5.91262,37.5,,CAIJBM01,187,2822,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/755/GCA_903818755.1_EFS_3.4,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.5,SAMEA6941506,PRJEB36907,GCA_903818935.1,Contig,5.89631,37.4,,CAIJBT01,121,2840,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/935/GCA_903818935.1_EFS_4.5,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.3,SAMEA6941504,PRJEB36907,GCA_903818855.1,Contig,5.89618,37.4,,CAIJBX01,139,2836,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/855/GCA_903818855.1_EFS_4.3,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.1,SAMEA6941511,PRJEB36907,GCA_903818865.1,Contig,5.8948,37.4,,CAIJBU01,133,2832,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/865/GCA_903818865.1_EFS_4.10,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.8,SAMEA6941509,PRJEB36907,GCA_903818975.1,Contig,5.89476,37.4,,CAIJCC01,139,2837,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/975/GCA_903818975.1_EFS_4.8,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.9,SAMEA6941510,PRJEB36907,GCA_903818965.1,Contig,5.89412,37.4,,CAIJCF01,131,2836,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/965/GCA_903818965.1_EFS_4.9,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.7,SAMEA6941508,PRJEB36907,GCA_903818985.1,Contig,5.89409,37.4,,CAIJCB01,142,2837,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/985/GCA_903818985.1_EFS_4.7,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.2,SAMEA6941503,PRJEB36907,GCA_903818945.1,Contig,5.89406,37.4,,CAIJBZ01,141,2838,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/945/GCA_903818945.1_EFS_4.2,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.6,SAMEA6941507,PRJEB36907,GCA_903818905.1,Contig,5.89306,37.4,,CAIJBV01,152,2831,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/905/GCA_903818905.1_EFS_4.6,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.1,SAMEA6941502,PRJEB36907,GCA_903818915.1,Contig,5.89305,37.4,,CAIJBS01,162,2831,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/915/GCA_903818915.1_EFS_4.1,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,4.4,SAMEA6941505,PRJEB36907,GCA_903818995.1,Contig,5.89242,37.4,,CAIJCD01,134,2834,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/995/GCA_903818995.1_EFS_4.4,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,5.3,SAMEA6941514,PRJEB36907,GCA_903819065.1,Contig,5.8645,37.4,,CAIJCN01,105,2776,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/819/065/GCA_903819065.1_EFS_5.3,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,5.1,SAMEA6941512,PRJEB36907,GCA_903818955.1,Contig,5.86091,37.4,,CAIJCE01,88,2771,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/955/GCA_903818955.1_EFS_5.1,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,5.18,SAMEA6941529,PRJEB36907,GCA_903819075.1,Contig,5.85849,37.4,,CAIJCK01,96,2773,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/819/075/GCA_903819075.1_EFS_5.18,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,5.14,SAMEA6941525,PRJEB36907,GCA_903819005.1,Contig,5.85736,37.4,,CAIJCG01,105,2771,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/819/005/GCA_903819005.1_EFS_5.14,
Enterococcus faecalis,Bacteria;Terrabacteria group;Firmicutes,5.1,SAMEA6941521,PRJEB36907,GCA_903818845.1,Contig,5.85707,37.4,,CAIJBQ01,95,2772,2020-12-12T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/818/845/GCA_903818845.1_EFS_5.10,
